multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
3471,HF58HXP,2021-06-21,16:01,91.0,40,AV SIEMPRE VIVA,R02,IMPAGA,51.0,53.0
3478,HF3461,2020-06-14,20:28,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,12.0
3487,GCP332,2023-03-03,11:23,128.0,60,AV LIBERTADOR,R02,IMPAGA,68.0,71.0
3489,3646HBH,2022-04-24,11:23,82.0,40,AV LIBERTADOR,R03,APELADA,42.0,44.0
3501,41RSTZ,2020-07-05,20:29,107.0,80,AV SIEMPRE VIVA,R01,APELADA,27.0,31.0
3514,0695DVH,2021-01-10,20:29,107.0,40,AV LIBERTADOR,R01,IMPAGA,67.0,69.0
3518,MPX9357,2021-01-24,10:24,103.0,60,AV LIBERTADOR,R02,APELADA,43.0,46.0
3542,BM351,2023-10-26,16:05,49.0,40,RUTA 9,R02,IMPAGA,9.0,11.0
3549,GLEN1E,2020-04-03,11:25,44.0,40,AV LIBERTADOR,R01,IMPAGA,4.0,6.0
3555,3646HBH,2020-06-29,16:05,104.0,80,RUTA 9,R03,APELADA,24.0,28.0
3558,GE1466,2021-05-24,10:27,103.0,60,AV SIEMPRE VIVA,R01,PAGADA,43.0,46.0
3566,UM96201,2020-03-21,11:26,68.0,60,RUTA 9,R02,APELADA,8.0,11.0
3572,AWS167,2021-08-09,20:31,149.0,80,AV LIBERTADOR,R03,PAGADA,69.0,73.0
3610,GE1466,2022-03-20,20:32,61.0,40,AV LIBERTADOR,R01,PAGADA,21.0,23.0
3614,BP717,2022-02-17,10:29,106.0,40,AV SIEMPRE VIVA,R01,PAGADA,66.0,68.0
3617,NTHGLFT,2022-08-13,16:08,103.0,80,AV SIEMPRE VIVA,R03,APELADA,23.0,27.0
3629,UM96201,2020-07-03,11:28,92.0,80,AV SIEMPRE VIVA,R02,PAGADA,12.0,16.0
3643,CT5B876,2020-09-06,10:30,122.0,60,RUTA 9,R02,APELADA,62.0,65.0
3647,990XYK,2020-03-05,20:34,112.0,60,AV LIBERTADOR,R03,IMPAGA,52.0,55.0
3648,WEFLYN,2020-10-04,20:34,45.0,40,AV LIBERTADOR,R03,IMPAGA,5.0,7.0
3659,6NCE831,2021-02-24,20:34,82.0,40,RUTA 9,R01,APELADA,42.0,44.0
3666,W326AVE,2020-08-28,16:11,117.0,40,AV SIEMPRE VIVA,R03,APELADA,77.0,79.0
3679,HK06YMX,2023-10-25,16:12,108.0,40,AV LIBERTADOR,R02,PAGADA,68.0,70.0
3683,HK06YMX,2020-09-08,10:32,65.0,60,AV LIBERTADOR,R01,PAGADA,5.0,8.0
3685,GN64OTP,2020-10-27,10:32,94.0,80,AV LIBERTADOR,R01,PAGADA,14.0,18.0
3695,DI2LOT,2023-01-25,16:13,106.0,40,AV LIBERTADOR,R03,PAGADA,66.0,68.0
3696,6611172,2023-11-29,20:35,77.0,80,AV SIEMPRE VIVA,R03,APELADA,-3.0,1.0
3717,NHZ1002,2024-01-01,10:33,95.0,60,RUTA 9,R01,IMPAGA,35.0,38.0
3719,BM351,2023-12-24,11:30,92.0,80,AV LIBERTADOR,R03,APELADA,12.0,16.0
3724,W326AVE,2024-01-23,20:37,118.0,80,AV LIBERTADOR,R01,APELADA,38.0,42.0
3730,J1S1,2023-04-26,20:37,126.0,80,RUTA 9,R01,PAGADA,46.0,50.0
3734,UM96201,2024-02-07,20:37,95.0,80,RUTA 9,R01,APELADA,15.0,19.0
3746,GCP332,2020-07-17,20:38,110.0,80,AV LIBERTADOR,R03,APELADA,30.0,34.0
3756,CBMUK,2022-08-01,20:39,132.0,80,RUTA 9,R02,APELADA,52.0,56.0
3767,BM351,2023-03-10,10:35,120.0,60,AV LIBERTADOR,R03,PAGADA,60.0,63.0
3782,WU08YWC,2022-03-29,20:41,128.0,80,AV SIEMPRE VIVA,R01,PAGADA,48.0,52.0
3785,GOOGLE,2021-07-24,16:16,55.0,40,AV LIBERTADOR,R02,APELADA,15.0,17.0
3792,M431ZW,2023-05-10,20:41,143.0,80,RUTA 9,R01,APELADA,63.0,67.0
3794,VTIIAHV,2020-02-06,20:41,58.0,60,RUTA 9,R01,PAGADA,-2.0,1.0
3798,HF3461,2023-12-10,11:32,79.0,40,AV SIEMPRE VIVA,R02,PAGADA,39.0,41.0
3800,VTIIAHV,2021-06-30,20:42,63.0,60,AV LIBERTADOR,R01,PAGADA,3.0,6.0
3808,M431ZW,2022-09-16,10:36,76.0,40,AV LIBERTADOR,R03,APELADA,36.0,38.0
3809,UW3932,2020-06-10,11:33,121.0,60,AV SIEMPRE VIVA,R02,IMPAGA,61.0,64.0
3818,GLEN1E,2022-11-25,16:17,77.0,80,AV SIEMPRE VIVA,R02,APELADA,-3.0,1.0
3824,WU08YWC,2022-09-04,16:18,100.0,40,AV LIBERTADOR,R01,APELADA,60.0,62.0
3827,M431ZW,2023-03-10,16:18,58.0,40,RUTA 9,R03,IMPAGA,18.0,20.0
3838,6EVY261,2021-12-01,20:43,98.0,60,AV SIEMPRE VIVA,R03,APELADA,38.0,41.0
3844,691XC80,2023-11-12,11:35,111.0,40,AV SIEMPRE VIVA,R02,APELADA,71.0,73.0
3853,BP717,2021-07-26,11:35,105.0,80,AV LIBERTADOR,R02,PAGADA,25.0,29.0
3861,81ZFJD,2020-10-07,20:44,150.0,80,AV LIBERTADOR,R01,IMPAGA,70.0,74.0
3863,6EVY261,2022-12-31,10:38,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,33.0
3864,WU08YWC,2021-05-07,20:44,112.0,60,RUTA 9,R01,IMPAGA,52.0,55.0
3874,TL03GOG,2021-04-24,11:37,108.0,40,AV SIEMPRE VIVA,R01,APELADA,68.0,70.0
3876,NTHGLFT,2021-11-28,10:38,97.0,80,AV SIEMPRE VIVA,R02,APELADA,17.0,21.0
3899,WEFLYN,2020-11-04,10:39,92.0,80,AV SIEMPRE VIVA,R01,APELADA,12.0,16.0
3900,691XC80,2023-12-30,10:39,75.0,40,RUTA 9,R03,IMPAGA,35.0,37.0
3907,41RSTZ,2020-10-09,20:46,85.0,80,AV LIBERTADOR,R03,PAGADA,5.0,9.0
3909,WU341A,2022-03-25,11:38,124.0,80,RUTA 9,R01,IMPAGA,44.0,48.0
3911,TL03GOG,2024-02-07,20:47,158.0,80,AV LIBERTADOR,R01,PAGADA,78.0,82.0
3913,VNK296GP,2022-09-24,16:22,135.0,80,RUTA 9,R03,APELADA,55.0,59.0
3919,DK414N,2023-04-15,10:40,121.0,60,AV SIEMPRE VIVA,R01,IMPAGA,61.0,64.0
3926,MVU4688,2022-06-21,20:47,130.0,60,AV LIBERTADOR,R01,PAGADA,70.0,73.0
3938,691XC80,2021-05-05,10:41,64.0,40,AV LIBERTADOR,R03,IMPAGA,24.0,26.0
3939,RFH373,2020-05-01,20:47,143.0,80,AV LIBERTADOR,R03,IMPAGA,63.0,67.0
3954,PIW4215,2021-07-31,10:41,130.0,60,AV SIEMPRE VIVA,R01,IMPAGA,70.0,73.0
3956,81ZFJD,2020-10-30,11:41,118.0,80,AV LIBERTADOR,R01,APELADA,38.0,42.0
3960,MPX9357,2020-09-17,11:41,124.0,60,AV LIBERTADOR,R03,APELADA,64.0,67.0
3965,CD05601,2023-12-31,16:24,79.0,80,RUTA 9,R03,IMPAGA,-1.0,3.0
3966,FD1475,2023-04-22,10:42,131.0,80,RUTA 9,R02,APELADA,51.0,55.0
3967,MX60NZA,2022-06-22,16:24,123.0,80,AV LIBERTADOR,R01,PAGADA,43.0,47.0
3968,BB8986,2021-12-21,11:41,91.0,40,AV SIEMPRE VIVA,R01,IMPAGA,51.0,53.0
3971,DK414N,2020-07-28,10:42,119.0,80,AV LIBERTADOR,R03,APELADA,39.0,43.0
3982,409,2020-02-13,20:49,88.0,40,RUTA 9,R02,PAGADA,48.0,50.0
3990,M20CPR,2022-02-05,10:42,92.0,40,AV SIEMPRE VIVA,R01,IMPAGA,52.0,54.0
